source,target,airline,departure_ts,arrival_ts,distance,delay
ACV,SFO,OO,2015-01-01T05:50:00,2015-01-01T07:33:00,250,-10.0
DAL,IAH,OO,2015-01-01T06:22:00,2015-01-01T07:20:00,216,22.0
PAH,ORD,OO,2015-01-01T05:51:00,2015-01-01T07:10:00,342,-9.0
PSC,SFO,OO,2015-01-01T05:56:00,2015-01-01T08:06:00,620,-4.0
CID,ORD,OO,2015-01-01T06:10:00,2015-01-01T07:07:00,196,10.0
EUG,SFO,OO,2015-01-01T05:57:00,2015-01-01T07:29:00,451,-3.0
DFW,DEN,OO,2015-01-01T05:56:00,2015-01-01T07:14:00,641,-4.0
MRY,SFO,OO,2015-01-01T05:55:00,2015-01-01T06:34:00,77,-5.0
SLC,LAX,OO,2015-01-01T06:04:00,2015-01-01T07:06:00,590,4.0
ESC,DTW,OO,2015-01-01T05:58:00,2015-01-01T07:06:00,306,-2.0
MFR,SFO,OO,2015-01-01T05:57:00,2015-01-01T07:23:00,329,-3.0
FAT,DEN,OO,2015-01-01T05:59:00,2015-01-01T09:58:00,844,-1.0
SFO,EWR,UA,2015-01-01T05:52:00,2015-01-01T14:09:00,2565,-9.0
LAS,IAH,UA,2015-01-01T06:01:00,2015-01-01T10:49:00,1222,0.0
EWR,SFO,UA,2015-01-01T06:02:00,2015-01-01T09:20:00,2565,1.0
ISN,DEN,EV,2015-01-01T05:59:00,2015-01-01T07:01:00,576,-2.0
HNL,LIH,HA,2015-01-01T05:57:00,2015-01-01T06:36:00,102,-4.0
PSP,SFO,OO,2015-01-01T06:32:00,2015-01-01T07:52:00,421,31.0
PSP,DEN,OO,2015-01-01T08:12:00,2015-01-01T11:36:00,776,131.0
SAT,IAH,UA,2015-01-01T06:10:00,2015-01-01T07:00:00,191,8.0
LAX,EWR,UA,2015-01-01T06:03:00,2015-01-01T13:50:00,2454,0.0
LAX,SFO,UA,2015-01-01T06:01:00,2015-01-01T07:16:00,337,-2.0
CLE,IAD,EV,2015-01-01T05:58:00,2015-01-01T07:24:00,288,-5.0
CAE,IAD,EV,2015-01-01T06:05:00,2015-01-01T07:32:00,401,2.0
PHX,DEN,F9,2015-01-01T06:03:00,2015-01-01T07:54:00,602,0.0
SMF,IAH,UA,2015-01-01T06:13:00,2015-01-01T12:00:00,1609,8.0
JFK,SFO,UA,2015-01-01T06:05:00,2015-01-01T09:45:00,2586,0.0
BOS,PHX,US,2015-01-01T06:14:00,2015-01-01T10:27:00,2300,9.0
BOS,CLT,US,2015-01-01T06:01:00,2015-01-01T08:29:00,728,-4.0
DTW,MIA,US,2015-01-01T06:01:00,2015-01-01T08:45:00,1145,-4.0
FLL,EWR,UA,2015-01-01T06:00:00,2015-01-01T08:49:00,1065,-5.0
GEG,DEN,WN,2015-01-01T06:04:00,2015-01-01T09:16:00,836,-1.0
SAT,STL,WN,2015-01-01T05:59:00,2015-01-01T07:43:00,786,-6.0
ONT,DEN,WN,2015-01-01T06:09:00,2015-01-01T09:25:00,819,4.0
CLE,EWR,UA,2015-01-01T06:02:00,2015-01-01T07:15:00,404,-3.0
DFW,PHX,US,2015-01-01T06:12:00,2015-01-01T07:50:00,868,7.0
STL,DFW,AA,2015-01-01T05:57:00,2015-01-01T07:48:00,550,-8.0
SJU,MIA,AA,2015-01-01T05:57:00,2015-01-01T08:01:00,1045,-8.0
MKE,DFW,AA,2015-01-01T06:05:00,2015-01-01T08:49:00,853,0.0
SEA,SFO,AS,2015-01-01T06:02:00,2015-01-01T08:07:00,679,-3.0
SEA,LAS,AS,2015-01-01T06:02:00,2015-01-01T08:25:00,867,-3.0
BTV,JFK,B6,2015-01-01T05:53:00,2015-01-01T07:17:00,266,-12.0
JFK,FLL,B6,2015-01-01T06:03:00,2015-01-01T09:11:00,1069,-2.0
SFO,LGB,B6,2015-01-01T05:57:00,2015-01-01T07:12:00,354,-8.0
PBI,BOS,B6,2015-01-01T06:21:00,2015-01-01T09:25:00,1197,16.0
MCO,JFK,B6,2015-01-01T06:00:00,2015-01-01T08:41:00,944,-5.0
SJU,MCO,B6,2015-01-01T07:38:00,2015-01-01T09:41:00,1189,93.0
BDL,ATL,DL,2015-01-01T06:01:00,2015-01-01T08:31:00,859,-4.0
RDU,ATL,DL,2015-01-01T07:01:00,2015-01-01T08:14:00,356,56.0
SFO,SLC,DL,2015-01-01T06:04:00,2015-01-01T08:52:00,599,-1.0
TUS,IAH,EV,2015-01-01T06:13:00,2015-01-01T09:46:00,936,8.0
PIA,ATL,EV,2015-01-01T06:00:00,2015-01-01T08:37:00,565,-5.0
IND,DEN,F9,2015-01-01T05:56:00,2015-01-01T06:43:00,977,-9.0
MCI,DEN,F9,2015-01-01T06:07:00,2015-01-01T07:00:00,533,2.0
DFW,DEN,F9,2015-01-01T07:02:00,2015-01-01T07:59:00,641,57.0
HNL,OGG,HA,2015-01-01T06:00:00,2015-01-01T06:40:00,100,-5.0
OKC,LAX,OO,2015-01-01T06:02:00,2015-01-01T07:33:00,1187,-3.0
FAR,DEN,OO,2015-01-01T06:10:00,2015-01-01T07:23:00,627,5.0
SFO,IAH,UA,2015-01-01T06:01:00,2015-01-01T11:57:00,1635,-5.0
EWR,FLL,UA,2015-01-01T05:58:00,2015-01-01T08:38:00,1065,-8.0
MTJ,DEN,OO,2015-01-01T05:59:00,2015-01-01T07:17:00,196,-7.0
RSW,DTW,NK,2015-01-01T06:01:00,2015-01-01T09:00:00,1084,-6.0
GCC,RKS,OO,2015-01-01T06:02:00,2015-01-01T07:15:00,261,-5.0
MSY,EWR,UA,2015-01-01T06:06:00,2015-01-01T09:46:00,1167,-2.0
ORD,MCO,UA,2015-01-01T06:03:00,2015-01-01T09:30:00,1005,-5.0
RIC,ORD,EV,2015-01-01T06:08:00,2015-01-01T07:29:00,642,0.0
RDM,SFO,OO,2015-01-01T05:59:00,2015-01-01T07:27:00,462,-9.0
OGG,HNL,HA,2015-01-01T06:01:00,2015-01-01T06:37:00,100,-8.0
SJC,SLC,OO,2015-01-01T05:59:00,2015-01-01T09:23:00,584,-10.0
ORD,MBS,OO,2015-01-01T06:07:00,2015-01-01T08:03:00,222,-3.0
EWR,CLT,US,2015-01-01T06:16:00,2015-01-01T08:26:00,529,6.0
PHX,BWI,WN,2015-01-01T06:10:00,2015-01-01T11:56:00,1999,0.0
SEA,IAD,UA,2015-01-01T06:05:00,2015-01-01T13:35:00,2306,-5.0
LAS,SFO,UA,2015-01-01T06:06:00,2015-01-01T07:26:00,414,-4.0
DFW,MIA,AA,2015-01-01T06:03:00,2015-01-01T09:35:00,1121,-7.0
PHX,DFW,AA,2015-01-01T06:03:00,2015-01-01T09:19:00,868,-7.0
BOS,MIA,AA,2015-01-01T06:05:00,2015-01-01T09:29:00,1258,-5.0
LAX,STL,AA,2015-01-01T06:09:00,2015-01-01T11:34:00,1592,-1.0
OAK,SEA,AS,2015-01-01T06:08:00,2015-01-01T08:01:00,671,-2.0
SEA,LAX,AS,2015-01-01T06:11:00,2015-01-01T08:41:00,954,1.0
BOS,IAD,B6,2015-01-01T06:03:00,2015-01-01T07:37:00,413,-7.0
LAX,JFK,B6,2015-01-01T06:20:00,2015-01-01T14:13:00,2475,10.0
DCA,FLL,B6,2015-01-01T06:03:00,2015-01-01T08:31:00,899,-7.0
DTW,BOS,B6,2015-01-01T06:03:00,2015-01-01T07:33:00,632,-7.0
BNA,LAX,AA,2015-01-01T06:07:00,2015-01-01T08:47:00,1797,-3.0
PHL,ATL,DL,2015-01-01T06:08:00,2015-01-01T08:14:00,666,-2.0
PHX,MSP,DL,2015-01-01T07:56:00,2015-01-01T11:49:00,1276,106.0
SJU,FLL,B6,2015-01-01T06:25:00,2015-01-01T08:12:00,1046,15.0
VPS,IAH,EV,2015-01-01T06:07:00,2015-01-01T08:06:00,528,-3.0
GUC,DEN,EV,2015-01-01T06:17:00,2015-01-01T07:21:00,152,7.0
MIA,LGA,F9,2015-01-01T06:48:00,2015-01-01T09:45:00,1096,38.0
RIC,MIA,MQ,2015-01-01T06:09:00,2015-01-01T08:36:00,825,-1.0
DTW,LGA,MQ,2015-01-01T06:03:00,2015-01-01T07:30:00,502,-7.0
ORF,MIA,MQ,2015-01-01T06:05:00,2015-01-01T08:42:00,802,-5.0
MOT,DEN,OO,2015-01-01T06:00:00,2015-01-01T06:54:00,604,-10.0
STL,MIA,AA,2015-01-01T06:03:00,2015-01-01T09:32:00,1068,-8.0
BOS,FLL,B6,2015-01-01T06:07:00,2015-01-01T09:24:00,1237,-4.0
MLU,IAH,EV,2015-01-01T06:41:00,2015-01-01T07:53:00,262,29.0
LAX,LAS,NK,2015-01-01T06:08:00,2015-01-01T07:12:00,236,-5.0
PDX,ORD,UA,2015-01-01T06:12:00,2015-01-01T11:56:00,1739,-2.0
JFK,SJU,B6,2015-01-01T06:12:00,2015-01-01T10:34:00,1598,-2.0
KOA,HNL,HA,2015-01-01T06:20:00,2015-01-01T07:07:00,163,6.0
EUG,SLC,OO,2015-01-01T06:07:00,2015-01-01T08:59:00,618,-7.0
RNO,PHX,US,2015-01-01T06:05:00,2015-01-01T08:57:00,601,-10.0
PHX,CLT,US,2015-01-01T06:29:00,2015-01-01T11:56:00,1773,14.0
CMH,ATL,WN,2015-01-01T08:31:00,2015-01-01T10:01:00,447,136.0
HOU,ATL,WN,2015-01-01T06:12:00,2015-01-01T08:58:00,696,-3.0
HOU,PHX,WN,2015-01-01T06:13:00,2015-01-01T08:06:00,1020,-2.0
BOS,JFK,AA,2015-01-01T06:13:00,2015-01-01T07:17:00,187,-2.0
MSP,DFW,AA,2015-01-01T06:18:00,2015-01-01T08:54:00,852,3.0
SEA,SNA,AS,2015-01-01T06:09:00,2015-01-01T08:45:00,978,-6.0
BDL,DCA,B6,2015-01-01T06:07:00,2015-01-01T07:32:00,313,-8.0
SJU,BOS,B6,2015-01-01T07:31:00,2015-01-01T10:52:00,1674,76.0
FLL,EWR,B6,2015-01-01T06:15:00,2015-01-01T09:08:00,1065,0.0
MOB,ATL,DL,2015-01-01T06:13:00,2015-01-01T08:10:00,302,-2.0
SAN,SLC,DL,2015-01-01T06:11:00,2015-01-01T09:06:00,626,-4.0
LAS,SLC,DL,2015-01-01T06:09:00,2015-01-01T08:28:00,368,-6.0
DCA,DTW,DL,2015-01-01T06:09:00,2015-01-01T07:58:00,405,-6.0
SMF,SLC,DL,2015-01-01T06:08:00,2015-01-01T09:09:00,532,-7.0
DEN,DTW,DL,2015-01-01T06:13:00,2015-01-01T10:35:00,1123,-2.0
SFO,ATL,DL,2015-01-01T06:16:00,2015-01-01T13:42:00,2139,1.0
LGA,MSP,DL,2015-01-01T06:11:00,2015-01-01T08:20:00,1020,-4.0
LAW,DFW,EV,2015-01-01T12:19:00,2015-01-01T13:26:00,140,364.0
BRO,DFW,EV,2015-01-01T06:04:00,2015-01-01T07:26:00,482,-11.0
PIB,MEI,EV,2015-01-01T06:07:00,2015-01-01T06:49:00,69,-8.0
CHS,IAH,EV,2015-01-01T06:23:00,2015-01-01T08:43:00,925,8.0
MEM,IAH,EV,2015-01-01T06:21:00,2015-01-01T08:14:00,468,6.0
MGM,ATL,EV,2015-01-01T06:09:00,2015-01-01T07:54:00,147,-6.0
SLC,DEN,F9,2015-01-01T06:17:00,2015-01-01T08:01:00,391,2.0
OMA,DEN,F9,2015-01-01T06:09:00,2015-01-01T06:48:00,472,-6.0
DCA,JFK,MQ,2015-01-01T08:59:00,2015-01-01T09:59:00,213,164.0
CMH,LGA,MQ,2015-01-01T06:10:00,2015-01-01T07:30:00,479,-5.0
SBP,LAX,OO,2015-01-01T06:13:00,2015-01-01T07:17:00,156,-2.0
COS,IAH,OO,2015-01-01T06:14:00,2015-01-01T09:47:00,809,-1.0
OAK,SLC,OO,2015-01-01T06:12:00,2015-01-01T09:04:00,588,-3.0
LAR,DEN,OO,2015-01-01T06:11:00,2015-01-01T07:19:00,113,-4.0
SAN,LAX,OO,2015-01-01T06:14:00,2015-01-01T07:02:00,109,-1.0
BFL,SFO,OO,2015-01-01T06:08:00,2015-01-01T07:40:00,238,-7.0
DRO,PHX,OO,2015-01-01T06:31:00,2015-01-01T08:35:00,351,16.0
MRY,PHX,OO,2015-01-01T06:10:00,2015-01-01T08:46:00,598,-5.0
FAT,PHX,OO,2015-01-01T06:14:00,2015-01-01T09:05:00,493,-1.0
MSP,ORD,NK,2015-01-01T06:18:00,2015-01-01T07:26:00,334,2.0
DFW,ORD,NK,2015-01-01T06:19:00,2015-01-01T08:18:00,802,3.0
BIS,DEN,OO,2015-01-01T06:13:00,2015-01-01T07:08:00,516,-4.0
ITO,HNL,HA,2015-01-01T06:17:00,2015-01-01T07:08:00,216,-1.0
PBI,LGA,B6,2015-01-01T06:31:00,2015-01-01T09:08:00,1035,12.0
SAT,ORD,OO,2015-01-01T06:48:00,2015-01-01T09:08:00,1041,29.0
FLL,IAH,UA,2015-01-01T06:14:00,2015-01-01T08:06:00,965,-6.0
BUF,CLT,US,2015-01-01T06:25:00,2015-01-01T08:23:00,546,5.0
SEA,ORD,UA,2015-01-01T06:13:00,2015-01-01T11:48:00,1721,-7.0
CMH,FLL,WN,2015-01-01T06:23:00,2015-01-01T09:01:00,973,3.0
LAS,HOU,WN,2015-01-01T06:18:00,2015-01-01T11:08:00,1235,-2.0
PVD,MCO,WN,2015-01-01T06:31:00,2015-01-01T09:26:00,1072,11.0
SAN,BWI,WN,2015-01-01T06:20:00,2015-01-01T13:52:00,2295,0.0
SAN,MDW,WN,2015-01-01T06:17:00,2015-01-01T12:01:00,1728,-3.0
SMF,PHX,WN,2015-01-01T06:15:00,2015-01-01T09:10:00,647,-5.0
SAN,DEN,UA,2015-01-01T06:18:00,2015-01-01T09:36:00,853,-2.0
SAN,EWR,UA,2015-01-01T06:15:00,2015-01-01T13:58:00,2425,-5.0
SJC,PHX,US,2015-01-01T06:14:00,2015-01-01T09:04:00,621,-6.0
DFW,BOS,AA,2015-01-01T06:14:00,2015-01-01T10:40:00,1562,-6.0
SAN,DFW,AA,2015-01-01T06:12:00,2015-01-01T11:01:00,1171,-8.0
LAX,DFW,AA,2015-01-01T06:19:00,2015-01-01T11:19:00,1235,-1.0
ONT,SEA,AS,2015-01-01T06:13:00,2015-01-01T08:50:00,956,-7.0
RDU,MIA,AA,2015-01-01T06:12:00,2015-01-01T08:40:00,700,-8.0
ROC,ATL,DL,2015-01-01T06:23:00,2015-01-01T08:41:00,749,3.0
MCO,ATL,DL,2015-01-01T06:13:00,2015-01-01T07:42:00,404,-7.0
DCA,MSP,DL,2015-01-01T06:19:00,2015-01-01T08:11:00,931,-1.0
CAE,IAH,EV,2015-01-01T06:21:00,2015-01-01T08:25:00,878,1.0
BTR,ATL,EV,2015-01-01T06:20:00,2015-01-01T08:34:00,448,0.0
IAD,MSP,F9,2015-01-01T06:09:00,2015-01-01T07:50:00,908,-11.0
PDX,SAN,NK,2015-01-01T06:16:00,2015-01-01T08:28:00,933,-4.0
DFW,MSP,NK,2015-01-01T06:25:00,2015-01-01T08:34:00,852,5.0
PSP,SLC,OO,2015-01-01T06:30:00,2015-01-01T09:15:00,541,10.0
ISN,MSP,OO,2015-01-01T06:17:00,2015-01-01T08:10:00,546,-3.0
HLN,DEN,OO,2015-01-01T06:20:00,2015-01-01T08:21:00,594,0.0
MCO,IAH,UA,2015-01-01T06:37:00,2015-01-01T08:14:00,854,16.0
BOS,RIC,B6,2015-01-01T06:16:00,2015-01-01T08:03:00,474,-5.0
BZN,DEN,F9,2015-01-01T06:13:00,2015-01-01T07:43:00,524,-9.0
FAT,SLC,OO,2015-01-01T06:20:00,2015-01-01T09:22:00,501,-2.0
FSD,DEN,OO,2015-01-01T06:26:00,2015-01-01T07:10:00,483,4.0
IAH,ORD,NK,2015-01-01T06:20:00,2015-01-01T08:40:00,925,-3.0
EWR,IAH,UA,2015-01-01T06:23:00,2015-01-01T09:20:00,1400,-1.0
PIT,DTW,DL,2015-01-01T06:21:00,2015-01-01T07:19:00,201,-3.0
FLL,CLT,US,2015-01-01T06:16:00,2015-01-01T08:12:00,631,-9.0
MIA,EWR,UA,2015-01-01T06:24:00,2015-01-01T09:29:00,1085,-1.0
DEN,ATL,WN,2015-01-01T06:25:00,2015-01-01T11:01:00,1199,0.0
MDW,PHX,WN,2015-01-01T06:25:00,2015-01-01T09:36:00,1444,0.0
LAX,PHL,US,2015-01-01T06:24:00,2015-01-01T14:07:00,2402,-1.0
IAD,DFW,AA,2015-01-01T06:22:00,2015-01-01T09:12:00,1172,-3.0
CLT,DFW,AA,2015-01-01T06:20:00,2015-01-01T08:27:00,936,-5.0
PHL,DFW,AA,2015-01-01T09:09:00,2015-01-01T12:07:00,1303,164.0
DFW,CLT,AA,2015-01-01T06:18:00,2015-01-01T09:27:00,936,-7.0
RDU,DFW,AA,2015-01-01T06:18:00,2015-01-01T08:45:00,1061,-7.0
SAT,DFW,AA,2015-01-01T06:19:00,2015-01-01T07:13:00,247,-6.0
FAI,SEA,AS,2015-01-01T06:14:00,2015-01-01T10:54:00,1533,-11.0
FLL,BOS,B6,2015-01-01T06:24:00,2015-01-01T09:30:00,1237,-1.0
RSW,BOS,B6,2015-01-01T06:28:00,2015-01-01T09:26:00,1249,3.0
MIA,ATL,DL,2015-01-01T06:21:00,2015-01-01T08:06:00,594,-4.0
BWI,MSP,DL,2015-01-01T07:09:00,2015-01-01T08:52:00,936,44.0
MDT,ATL,DL,2015-01-01T06:19:00,2015-01-01T08:16:00,620,-6.0
EWR,BOS,B6,2015-01-01T06:19:00,2015-01-01T07:22:00,200,-6.0
SCE,DTW,EV,2015-01-01T06:10:00,2015-01-01T07:27:00,301,-15.0
GEG,DEN,F9,2015-01-01T06:18:00,2015-01-01T09:31:00,836,-7.0
BWI,ORD,NK,2015-01-01T06:19:00,2015-01-01T07:38:00,622,-6.0
SBA,PHX,OO,2015-01-01T06:22:00,2015-01-01T09:07:00,455,-3.0
SBP,PHX,OO,2015-01-01T06:17:00,2015-01-01T08:55:00,509,-8.0
PNS,IAH,EV,2015-01-01T06:20:00,2015-01-01T08:08:00,489,-6.0
COS,DEN,OO,2015-01-01T06:20:00,2015-01-01T07:10:00,73,-6.0
CLE,ORD,EV,2015-01-01T06:23:00,2015-01-01T06:44:00,315,-4.0
LIH,HNL,HA,2015-01-01T06:21:00,2015-01-01T06:51:00,102,-7.0
TWF,SLC,OO,2015-01-01T06:27:00,2015-01-01T07:21:00,175,-1.0
SAN,ATL,DL,2015-01-01T06:28:00,2015-01-01T13:11:00,1892,-1.0
BDL,ORD,UA,2015-01-01T06:41:00,2015-01-01T08:14:00,783,11.0
LAX,PHX,US,2015-01-01T06:25:00,2015-01-01T08:53:00,370,-5.0
EWR,PHX,US,2015-01-01T06:30:00,2015-01-01T10:33:00,2133,0.0
PHL,CLT,US,2015-01-01T06:30:00,2015-01-01T08:12:00,449,0.0
AUS,IAH,UA,2015-01-01T06:58:00,2015-01-01T07:51:00,140,28.0
SFO,EWR,UA,2015-01-01T07:46:00,2015-01-01T15:54:00,2565,76.0
RNO,SFO,OO,2015-01-01T06:19:00,2015-01-01T07:37:00,192,-11.0
SEA,MDW,WN,2015-01-01T06:34:00,2015-01-01T12:21:00,1733,4.0
SJU,TPA,WN,2015-01-01T06:29:00,2015-01-01T08:43:00,1237,-1.0
HNL,LAX,UA,2015-01-01T06:32:00,2015-01-01T13:53:00,2556,2.0
CLT,PHL,US,2015-01-01T06:23:00,2015-01-01T08:02:00,449,-7.0
JFK,PHX,US,2015-01-01T06:28:00,2015-01-01T10:23:00,2153,-2.0
SAN,PHX,US,2015-01-01T06:23:00,2015-01-01T09:00:00,304,-7.0
ONT,PHX,US,2015-01-01T09:14:00,2015-01-01T11:20:00,325,164.0
MIA,CLT,AA,2015-01-01T06:24:00,2015-01-01T08:24:00,650,-6.0
PBI,ORD,AA,2015-01-01T06:26:00,2015-01-01T08:48:00,1144,-4.0
EWR,DFW,AA,2015-01-01T06:27:00,2015-01-01T09:45:00,1372,-3.0
ANC,OTZ,AS,2015-01-01T06:22:00,2015-01-01T08:02:00,548,-8.0
SAN,SEA,AS,2015-01-01T06:27:00,2015-01-01T09:21:00,1050,-3.0
SAN,PDX,AS,2015-01-01T06:24:00,2015-01-01T09:02:00,933,-6.0
JFK,LAX,B6,2015-01-01T06:27:00,2015-01-01T09:51:00,2475,-3.0
LGA,MCO,B6,2015-01-01T06:29:00,2015-01-01T09:01:00,950,-1.0
JFK,RSW,B6,2015-01-01T06:28:00,2015-01-01T09:28:00,1074,-2.0
BOS,PIT,B6,2015-01-01T06:49:00,2015-01-01T08:30:00,496,19.0
SFO,JFK,DL,2015-01-01T06:28:00,2015-01-01T14:35:00,2586,-2.0
MSP,ATL,DL,2015-01-01T06:26:00,2015-01-01T09:52:00,907,-4.0
AUS,ATL,DL,2015-01-01T06:25:00,2015-01-01T09:15:00,813,-5.0
COS,ATL,DL,2015-01-01T06:32:00,2015-01-01T11:18:00,1184,2.0
DTW,ATL,DL,2015-01-01T06:28:00,2015-01-01T08:14:00,594,-2.0
MSY,LGA,DL,2015-01-01T06:24:00,2015-01-01T10:15:00,1183,-6.0
SEA,ATL,DL,2015-01-01T06:31:00,2015-01-01T14:18:00,2182,1.0
EWR,ATL,DL,2015-01-01T06:29:00,2015-01-01T08:39:00,746,-1.0
TPA,ATL,DL,2015-01-01T06:29:00,2015-01-01T07:43:00,406,-1.0
BPT,DFW,EV,2015-01-01T06:30:00,2015-01-01T07:41:00,270,0.0
RIC,IAD,EV,2015-01-01T06:29:00,2015-01-01T07:20:00,100,-1.0
EWR,JAX,EV,2015-01-01T06:30:00,2015-01-01T08:56:00,820,0.0
GPT,IAH,EV,2015-01-01T06:23:00,2015-01-01T07:52:00,376,-7.0
TPA,DEN,F9,2015-01-01T07:50:00,2015-01-01T09:44:00,1506,80.0
RSW,DEN,F9,2015-01-01T06:47:00,2015-01-01T08:53:00,1607,17.0
DEN,DFW,F9,2015-01-01T06:34:00,2015-01-01T09:37:00,641,4.0
CLE,MCO,F9,2015-01-01T06:28:00,2015-01-01T08:44:00,895,-2.0
SAN,LAX,OO,2015-01-01T06:20:00,2015-01-01T07:09:00,109,-10.0
ACY,MYR,NK,2015-01-01T06:21:00,2015-01-01T08:15:00,466,-9.0
STC,ORD,OO,2015-01-01T06:23:00,2015-01-01T08:03:00,394,-7.0
BOI,LAX,OO,2015-01-01T06:24:00,2015-01-01T07:31:00,674,-6.0
SFO,SAN,OO,2015-01-01T06:37:00,2015-01-01T07:58:00,447,7.0
MSP,LAX,OO,2015-01-01T06:30:00,2015-01-01T08:42:00,1535,0.0
BFL,PHX,OO,2015-01-01T06:30:00,2015-01-01T09:02:00,425,0.0
TPA,ORD,UA,2015-01-01T06:29:00,2015-01-01T08:14:00,1012,-2.0
ORD,IAD,EV,2015-01-01T06:27:00,2015-01-01T09:07:00,589,-5.0
HNL,OGG,HA,2015-01-01T06:27:00,2015-01-01T07:02:00,100,-5.0
JFK,MSY,B6,2015-01-01T06:25:00,2015-01-01T09:06:00,1182,-8.0
MKE,ORD,OO,2015-01-01T06:23:00,2015-01-01T07:02:00,67,-10.0
MIA,ORD,UA,2015-01-01T06:33:00,2015-01-01T09:14:00,1197,-2.0
SEA,PHL,US,2015-01-01T06:27:00,2015-01-01T14:13:00,2378,-8.0
SAT,ATL,WN,2015-01-01T06:34:00,2015-01-01T09:40:00,874,-1.0
PDX,MDW,WN,2015-01-01T06:32:00,2015-01-01T12:24:00,1751,-3.0
LAS,PHX,US,2015-01-01T06:28:00,2015-01-01T08:33:00,255,-7.0
JAX,DFW,AA,2015-01-01T06:48:00,2015-01-01T08:33:00,918,13.0
PIT,DFW,AA,2015-01-01T06:27:00,2015-01-01T08:28:00,1067,-8.0
COS,DFW,AA,2015-01-01T06:23:00,2015-01-01T09:26:00,592,-12.0
SEA,SAN,AS,2015-01-01T06:29:00,2015-01-01T09:10:00,1050,-6.0
PDX,SAN,AS,2015-01-01T06:28:00,2015-01-01T08:42:00,933,-7.0
SEA,SLC,AS,2015-01-01T06:25:00,2015-01-01T09:26:00,689,-10.0
PVD,MCO,B6,2015-01-01T06:29:00,2015-01-01T09:53:00,1072,-6.0
HPN,PBI,B6,2015-01-01T06:24:00,2015-01-01T09:05:00,1056,-11.0
JFK,LAS,AA,2015-01-01T06:56:00,2015-01-01T10:10:00,2248,21.0
MLB,ATL,DL,2015-01-01T06:32:00,2015-01-01T07:53:00,442,-3.0
PIT,ATL,DL,2015-01-01T06:33:00,2015-01-01T08:03:00,526,-2.0
SAN,MSP,DL,2015-01-01T06:32:00,2015-01-01T12:09:00,1532,-3.0
ABE,ATL,EV,2015-01-01T06:28:00,2015-01-01T08:34:00,692,-7.0
PLN,DTW,OO,2015-01-01T06:26:00,2015-01-01T07:53:00,243,-9.0
PDX,ONT,OO,2015-01-01T06:35:00,2015-01-01T08:36:00,838,0.0
RSW,EWR,UA,2015-01-01T06:32:00,2015-01-01T09:15:00,1068,-6.0
SJC,MSP,DL,2015-01-01T06:34:00,2015-01-01T12:28:00,1576,-5.0
CIU,DTW,OO,2015-01-01T06:37:00,2015-01-01T07:47:00,284,-3.0
MCO,CLT,US,2015-01-01T06:37:00,2015-01-01T08:08:00,468,-3.0
BWI,CLT,US,2015-01-01T06:37:00,2015-01-01T08:12:00,361,-3.0
EWR,CLT,US,2015-01-01T06:48:00,2015-01-01T08:32:00,529,8.0
AUS,ATL,WN,2015-01-01T06:37:00,2015-01-01T09:31:00,813,-3.0
CAK,MCO,WN,2015-01-01T06:36:00,2015-01-01T08:54:00,861,-4.0
FLL,LAS,WN,2015-01-01T06:39:00,2015-01-01T08:55:00,2173,-1.0
MKE,LAS,WN,2015-01-01T06:35:00,2015-01-01T08:33:00,1524,-5.0
PHX,MDW,WN,2015-01-01T06:33:00,2015-01-01T10:39:00,1444,-7.0
SJC,LAS,WN,2015-01-01T06:40:00,2015-01-01T08:00:00,386,0.0
LAS,EWR,UA,2015-01-01T06:39:00,2015-01-01T13:52:00,2227,-1.0
ORD,EWR,UA,2015-01-01T06:43:00,2015-01-01T09:47:00,719,3.0
DSM,DFW,AA,2015-01-01T06:33:00,2015-01-01T08:57:00,624,-7.0
RIC,DFW,AA,2015-01-01T06:36:00,2015-01-01T09:13:00,1158,-4.0
BLI,SEA,AS,2015-01-01T06:32:00,2015-01-01T07:31:00,93,-8.0
PDX,LAX,AS,2015-01-01T06:43:00,2015-01-01T08:59:00,834,3.0
SEA,PSP,AS,2015-01-01T06:36:00,2015-01-01T08:56:00,987,-4.0
LAX,PDX,AS,2015-01-01T06:39:00,2015-01-01T09:03:00,834,-1.0
SEA,DFW,AS,2015-01-01T06:33:00,2015-01-01T12:32:00,1660,-7.0
SLC,SJC,AS,2015-01-01T07:47:00,2015-01-01T08:33:00,584,67.0
BDL,MIA,AA,2015-01-01T06:34:00,2015-01-01T10:26:00,1194,-6.0
RSW,ATL,DL,2015-01-01T06:40:00,2015-01-01T08:20:00,515,0.0
TPA,LGA,DL,2015-01-01T06:34:00,2015-01-01T09:03:00,1010,-6.0
MCO,LGA,DL,2015-01-01T06:38:00,2015-01-01T09:06:00,950,-2.0
SFO,MSP,DL,2015-01-01T06:36:00,2015-01-01T12:23:00,1589,-4.0
CRP,DFW,EV,2015-01-01T06:38:00,2015-01-01T07:49:00,354,-2.0
SHV,DFW,EV,2015-01-01T06:56:00,2015-01-01T07:59:00,190,16.0
BTR,DFW,EV,2015-01-01T06:39:00,2015-01-01T08:13:00,383,-1.0
MLU,DFW,EV,2015-01-01T06:43:00,2015-01-01T07:50:00,293,3.0
CHS,MIA,MQ,2015-01-01T06:34:00,2015-01-01T08:31:00,489,-6.0
GSO,MIA,MQ,2015-01-01T06:37:00,2015-01-01T08:55:00,710,-3.0
